MatchID,HomeTeam,RoadTeam,HomeNumberPenalties,RoadNumberPenalties,HomeTeamPMinutes,RoadTeamPMinutes,GoalDifferential,HomePenaltySum,AwayPenaltySum,HomeTeamPlayers,RoadTeamPlayers,Period,Time_Of_Penalty,minutes,seconds,RegularSeason
2013021056,15,12,1,1,2,2,1,NULL,NULL,5,4,2,0:14:19,34,19,1
2013021055,7,18,1,1,2,2,1,NULL,NULL,5,5,3,0:02:06,42,6,1
2013021047,6,8,1,1,2,2,0,NULL,NULL,5,5,1,0:13:40,13,40,1
2013021045,27,12,1,1,2,2,-1,NULL,NULL,5,5,3,0:07:41,47,41,1
2013021036,10,3,1,1,2,2,-1,NULL,NULL,5,5,3,0:19:53,59,53,1
2013021035,6,17,1,1,2,2,4,NULL,NULL,5,5,3,0:18:11,58,11,1
2013021024,18,5,1,1,2,2,1,NULL,NULL,5,5,3,0:01:10,41,10,1
2013021024,18,5,1,1,2,2,1,NULL,NULL,5,5,3,0:16:44,56,44,1
2013021023,12,25,1,1,2,2,1,NULL,NULL,5,5,2,0:05:27,25,27,1
2013021018,8,2,1,1,2,2,-2,NULL,NULL,5,5,3,0:11:09,51,9,1
