Season,SeasonType,PlayerId,PlayerName,SumOfSumOfImpact,ImpactRank
2007-2008,Regular Season,8467896,Steve McCarthy,-1.04815175,846
2007-2008,Regular Season,8470140,Kari Lehtonen,-1.065758727,847
2007-2008,Regular Season,8467909,Alexei Semenov,-1.077596056,848
2007-2008,Regular Season,8459140,Nikolai Khabibulin,-1.093574331,849
2007-2008,Regular Season,8466145,Nick Boynton,-1.125308287,850
2007-2008,Regular Season,8460502,Wade Belak,-1.125498929,851
2007-2008,Regular Season,8471778,Jordan Lavallee-Smotherman,-1.133418138,852
2007-2008,Regular Season,8470662,Colin Fraser,-1.138327101,853
2007-2008,Regular Season,8468660,Darcy Hordichuk,-1.176547447,854
2007-2008,Regular Season,8470624,Danny Richmond,-1.195867955,855
2007-2008,Regular Season,8469462,Tuomo Ruutu,-1.272694763,856
2007-2008,Regular Season,8467511,Antero Niittymaki,-1.278602174,857
2007-2008,Regular Season,8469152,Ty Conklin,-1.288788306,858
2007-2008,Regular Season,8462535,Jody Shelley,-1.291386479,859
2007-2008,Regular Season,8468685,Henrik Lundqvist,-1.29482399,860
2007-2008,Regular Season,8469672,Aaron Voros,-1.318687629,861
2007-2008,Regular Season,8471216,Cam Barker,-1.318916956,862
2007-2008,Regular Season,8465175,Dan Hinote,-1.328782474,863
2007-2008,Regular Season,8471879,Kyle Cumiskey,-1.34264513,864
2007-2008,Regular Season,8469647,Derek Boogaard,-1.342895107,865
2007-2008,Regular Season,8473574,Shawn Matthias,-1.348759377,866
2007-2008,Regular Season,8468515,Brad Winchester,-1.359686125,867
2007-2008,Regular Season,8468498,Brooks Orpik,-1.378951904,868
2007-2008,Regular Season,8459450,Shean Donovan,-1.428929742,869
2007-2008,Regular Season,8459094,Ian Laperriere,-1.430449177,870
2007-2008,Regular Season,8471240,Jeff Schultz,-1.4559949,871
2007-2008,Regular Season,8445739,Patrice Brisebois,-1.498812645,872
2007-2008,Regular Season,8471188,Andy Wozniewski,-1.537835143,873
2007-2008,Regular Season,8459246,Donald Brashear,-1.538990777,874
2007-2008,Regular Season,8469509,Nathan Paetsch,-1.543861619,875
2007-2008,Regular Season,8467883,Branislav Mezei,-1.614638963,876
2007-2008,Regular Season,8459308,Manny Legace,-1.620067469,877
2007-2008,Regular Season,8470113,John Zeiler,-1.638812755,878
2007-2008,Regular Season,8473924,Cory Murphy,-1.644597139,879
2007-2008,Regular Season,8469490,Tim Jackman,-1.717773743,880
2007-2008,Regular Season,8460757,Dick Tarnstrom,-1.723136397,881
2007-2008,Regular Season,8466309,Mike Mottau,-1.723308364,882
2007-2008,Regular Season,8470320,Cam Ward,-1.824463662,883
2007-2008,Regular Season,8470743,Lasse Kukkonen,-1.829422669,884
2007-2008,Regular Season,8469608,Mike Smith,-1.861588386,885
2007-2008,Regular Season,8470170,Ole-Kristian Tollefsen,-1.882254116,886
2007-2008,Regular Season,8467977,Brian McGrattan,-1.9079058,887
2007-2008,Regular Season,8473446,Erik Johnson,-1.950214167,888
2007-2008,Regular Season,8464999,Mathieu Garon,-1.957031342,889
2007-2008,Regular Season,8470614,Mark Stuart,-1.969593635,890
2007-2008,Regular Season,8458544,Sandis Ozolinsh,-1.99722986,891
2007-2008,Regular Season,8462117,Vesa Toskala,-2.12709992,892
2007-2008,Regular Season,8471222,Ladislav Smid,-2.14494359,893
2007-2008,Regular Season,8462047,Martin Biron,-2.164826775,894
2007-2008,Regular Season,8466109,Mike Johnson,-2.168568519,895
2007-2008,Regular Season,8455710,Martin Brodeur,-2.245900826,896
2007-2008,Regular Season,8469044,Wade Brookbank,-2.410694787,897
2007-2008,Regular Season,8468626,David Koci,-2.411261754,898
2007-2008,Regular Season,8462044,Jean-Sebastien Giguere,-2.446279939,899
2007-2008,Regular Season,8465016,Scott Parker,-2.580348824,900
2007-2008,Regular Season,8468568,Kurt Sauer,-2.600730563,901
2007-2008,Regular Season,8468252,Eric Godard,-2.61192121,902
2007-2008,Regular Season,8471677,Jack Johnson,-2.626104448,903
2007-2008,Regular Season,8462419,Jeff Cowan,-2.879588437,904
2007-2008,Regular Season,8464981,Cory Sarich,-2.892514575,905
2007-2008,Regular Season,8457403,Jaroslav Modry,-2.938006796,906
2007-2008,Regular Season,8471269,Nicklas Grossmann,-2.999714523,907
2007-2008,Regular Season,8468636,Greg Zanon,-3.017868464,908
2007-2008,Regular Season,8468481,Rick DiPietro,-3.053693628,909
2007-2008,Regular Season,8469681,Ryan Hollweg,-3.067814438,910
2007-2008,Regular Season,8464962,Ruslan Salei,-3.220300256,911
2007-2008,Regular Season,8465059,Matt Bradley,-3.225223411,912
2007-2008,Regular Season,8468647,Craig Weller,-3.24954162,913
2007-2008,Regular Season,8470601,Braydon Coburn,-3.263846984,914
2007-2008,Regular Season,8470058,Staffan Kronwall,-3.378119952,915
2007-2008,Regular Season,8469684,Milan Jurcina,-3.392505724,916
2007-2008,Regular Season,8465992,Aaron Downey,-3.496112411,917
2007-2008,Regular Season,8468778,Colton Orr,-3.538789384,918
2007-2008,Regular Season,8468095,George Parros,-3.596000752,919
2007-2008,Regular Season,8467365,John Erskine,-3.624768574,920
2007-2008,Regular Season,8468786,Riley Cote,-3.656574092,921
2007-2008,Regular Season,8467428,Krys Barch,-4.303172468,922
2007-2008,Regular Season,8459628,Hal Gill,-4.360103895,923
2007-2008,Regular Season,8470687,Zack Stortini,-4.372647404,924
2007-2008,Regular Season,8467493,Chris Neil,-4.519025525,925
2007-2008,Regular Season,8462040,Kyle McLaren,-4.551674157,926
2007-2008,Regular Season,8459443,Anders Eriksson,-4.605989629,927
